STATE,COUNTY,YEAR,POP
Texas,Sherman County,2011,3014
Texas,Sherman County,2012,3039
Texas,Sherman County,2013,3070
Texas,Sherman County,2014,3065
Texas,Sherman County,2015,3058
Texas,Sherman County,2016,3070
Texas,Sherman County,2017,3046
Texas,Sherman County,2018,3101
Texas,Sherman County,2019,3022
Texas,Smith County,2000,175658
Texas,Smith County,2001,177836
Texas,Smith County,2002,181107
Texas,Smith County,2003,184254
Texas,Smith County,2004,187300
Texas,Smith County,2005,191362
Texas,Smith County,2006,196124
Texas,Smith County,2007,199953
Texas,Smith County,2008,203263
Texas,Smith County,2009,207111
Texas,Smith County,2010,209714
Texas,Smith County,2011,212764
Texas,Smith County,2012,214811
Texas,Smith County,2013,216475
Texas,Smith County,2014,219642
Texas,Smith County,2015,222390
Texas,Smith County,2016,225161
Texas,Smith County,2017,227195
Texas,Smith County,2018,229749
Texas,Smith County,2019,232751
Texas,Somervell County,2000,6940
Texas,Somervell County,2001,7017
Texas,Somervell County,2002,7229
Texas,Somervell County,2003,7400
Texas,Somervell County,2004,7502
Texas,Somervell County,2005,7629
Texas,Somervell County,2006,7853
Texas,Somervell County,2007,7996
Texas,Somervell County,2008,8233
Texas,Somervell County,2009,8415
Texas,Somervell County,2010,8490
Texas,Somervell County,2011,8426
Texas,Somervell County,2012,8554
Texas,Somervell County,2013,8566
Texas,Somervell County,2014,8559
Texas,Somervell County,2015,8618
Texas,Somervell County,2016,8671
Texas,Somervell County,2017,8855
Texas,Somervell County,2018,9030
Texas,Somervell County,2019,9128
Texas,Starr County,2000,53733
Texas,Starr County,2001,54294
Texas,Starr County,2002,55412
Texas,Starr County,2003,56704
Texas,Starr County,2004,57857
Texas,Starr County,2005,58284
Texas,Starr County,2006,59050
Texas,Starr County,2007,59529
Texas,Starr County,2008,59763
Texas,Starr County,2009,60384
Texas,Starr County,2010,60968
Texas,Starr County,2011,61642
Texas,Starr County,2012,61970
Texas,Starr County,2013,62381
Texas,Starr County,2014,62965
Texas,Starr County,2015,63484
Texas,Starr County,2016,63894
Texas,Starr County,2017,64130
Texas,Starr County,2018,64249
Texas,Starr County,2019,64633
Texas,Stephens County,2000,9636
Texas,Stephens County,2001,9455
Texas,Stephens County,2002,9374
Texas,Stephens County,2003,9407
Texas,Stephens County,2004,9327
Texas,Stephens County,2005,9409
Texas,Stephens County,2006,9450
Texas,Stephens County,2007,9513
Texas,Stephens County,2008,9556
Texas,Stephens County,2009,9675
Texas,Stephens County,2010,9630
Texas,Stephens County,2011,9536
Texas,Stephens County,2012,9614
Texas,Stephens County,2013,9371
Texas,Stephens County,2014,9342
Texas,Stephens County,2015,9385
Texas,Stephens County,2016,9377
Texas,Stephens County,2017,9287
Texas,Stephens County,2018,9405
Texas,Stephens County,2019,9366
Texas,Sterling County,2000,1358
Texas,Sterling County,2001,1341
Texas,Sterling County,2002,1326
Texas,Sterling County,2003,1285
Texas,Sterling County,2004,1261
Texas,Sterling County,2005,1198
Texas,Sterling County,2006,1124
Texas,Sterling County,2007,1152
Texas,Sterling County,2008,1169
Texas,Sterling County,2009,1160
Texas,Sterling County,2010,1143
Texas,Sterling County,2011,1170
Texas,Sterling County,2012,1191
Texas,Sterling County,2013,1229
Texas,Sterling County,2014,1340
Texas,Sterling County,2015,1333
Texas,Sterling County,2016,1339
Texas,Sterling County,2017,1287
Texas,Sterling County,2018,1304
Texas,Sterling County,2019,1291
Texas,Stonewall County,2000,1664
Texas,Stonewall County,2001,1568
Texas,Stonewall County,2002,1487
Texas,Stonewall County,2003,1452
Texas,Stonewall County,2004,1427
Texas,Stonewall County,2005,1393
Texas,Stonewall County,2006,1425
Texas,Stonewall County,2007,1439
Texas,Stonewall County,2008,1443
Texas,Stonewall County,2009,1433
Texas,Stonewall County,2010,1490
Texas,Stonewall County,2011,1463
Texas,Stonewall County,2012,1452
Texas,Stonewall County,2013,1418
Texas,Stonewall County,2014,1388
Texas,Stonewall County,2015,1398
Texas,Stonewall County,2016,1401
Texas,Stonewall County,2017,1376
Texas,Stonewall County,2018,1352
Texas,Stonewall County,2019,1350
Texas,Sutton County,2000,4024
Texas,Sutton County,2001,4032
Texas,Sutton County,2002,4072
Texas,Sutton County,2003,4029
Texas,Sutton County,2004,4124
Texas,Sutton County,2005,4203
Texas,Sutton County,2006,4299
Texas,Sutton County,2007,4314
Texas,Sutton County,2008,4321
Texas,Sutton County,2009,4272
Texas,Sutton County,2010,4128
Texas,Sutton County,2011,3987
Texas,Sutton County,2012,3916
Texas,Sutton County,2013,3982
Texas,Sutton County,2014,3969
Texas,Sutton County,2015,3915
Texas,Sutton County,2016,3886
Texas,Sutton County,2017,3792
Texas,Sutton County,2018,3752
Texas,Sutton County,2019,3776
Texas,Swisher County,2000,8341
Texas,Swisher County,2001,8248
Texas,Swisher County,2002,8071
Texas,Swisher County,2003,8062
Texas,Swisher County,2004,8004
Texas,Swisher County,2005,7910
Texas,Swisher County,2006,7901
Texas,Swisher County,2007,7855
Texas,Swisher County,2008,7802
Texas,Swisher County,2009,7680
Texas,Swisher County,2010,7854
Texas,Swisher County,2011,7804
Texas,Swisher County,2012,7845
Texas,Swisher County,2013,7720
Texas,Swisher County,2014,7554
Texas,Swisher County,2015,7477
Texas,Swisher County,2016,7428
Texas,Swisher County,2017,7446
Texas,Swisher County,2018,7413
Texas,Swisher County,2019,7397
Texas,Tarrant County,2000,1456919
Texas,Tarrant County,2001,1490204
Texas,Tarrant County,2002,1524249
Texas,Tarrant County,2003,1553086
Texas,Tarrant County,2004,1580595
Texas,Tarrant County,2005,1612048
Texas,Tarrant County,2006,1662005
Texas,Tarrant County,2007,1707157
Texas,Tarrant County,2008,1745602
Texas,Tarrant County,2009,1784078
Texas,Tarrant County,2010,1809034
Texas,Tarrant County,2011,1847882
Texas,Tarrant County,2012,1882205
Texas,Tarrant County,2013,1912767
Texas,Tarrant County,2014,1946122
Texas,Tarrant County,2015,1984880
Texas,Tarrant County,2016,2023556
Texas,Tarrant County,2017,2056451
Texas,Tarrant County,2018,2081446
Texas,Tarrant County,2019,2102515
Texas,Taylor County,2000,126649
Texas,Taylor County,2001,125920
Texas,Taylor County,2002,125920
Texas,Taylor County,2003,125542
Texas,Taylor County,2004,126702
Texas,Taylor County,2005,127248
Texas,Taylor County,2006,127838
Texas,Taylor County,2007,128503
Texas,Taylor County,2008,128903
Texas,Taylor County,2009,130247
Texas,Taylor County,2010,131506
Texas,Taylor County,2011,132853
Texas,Taylor County,2012,134084
Texas,Taylor County,2013,133927
Texas,Taylor County,2014,134987
Texas,Taylor County,2015,136133
Texas,Taylor County,2016,136257
Texas,Taylor County,2017,136634
Texas,Taylor County,2018,137294
Texas,Taylor County,2019,138034
Texas,Terrell County,2000,1059
Texas,Terrell County,2001,1017
Texas,Terrell County,2002,1009
Texas,Terrell County,2003,995
Texas,Terrell County,2004,939
Texas,Terrell County,2005,942
Texas,Terrell County,2006,921
Texas,Terrell County,2007,886
Texas,Terrell County,2008,884
Texas,Terrell County,2009,930
Texas,Terrell County,2010,984
Texas,Terrell County,2011,950
Texas,Terrell County,2012,921
Texas,Terrell County,2013,891
Texas,Terrell County,2014,910
Texas,Terrell County,2015,867
Texas,Terrell County,2016,818
Texas,Terrell County,2017,814
Texas,Terrell County,2018,810
Texas,Terrell County,2019,776
Texas,Terry County,2000,12705
Texas,Terry County,2001,12473
Texas,Terry County,2002,12559
Texas,Terry County,2003,12534
Texas,Terry County,2004,12532
Texas,Terry County,2005,12417
Texas,Terry County,2006,12448
Texas,Terry County,2007,12424
Texas,Terry County,2008,12394
Texas,Terry County,2009,12550
Texas,Terry County,2010,12651
Texas,Terry County,2011,12661
Texas,Terry County,2012,12632
Texas,Terry County,2013,12713
Texas,Terry County,2014,12795
Texas,Terry County,2015,12759
Texas,Terry County,2016,12770
Texas,Terry County,2017,12429
Texas,Terry County,2018,12344
Texas,Terry County,2019,12337
Texas,Texas,2000,20944499
Texas,Texas,2001,21319622
Texas,Texas,2002,21690325
Texas,Texas,2003,22030931
Texas,Texas,2004,22394023
Texas,Texas,2005,22778123
Texas,Texas,2006,23359580
Texas,Texas,2007,23831983
Texas,Texas,2008,24309039
Texas,Texas,2009,24801761
Texas,Texas,2010,25145561
Texas,Texas,2011,25645629
Texas,Texas,2012,26084481
Texas,Texas,2013,26480266
Texas,Texas,2014,26964333
Texas,Texas,2015,27470056
Texas,Texas,2016,27914410
Texas,Texas,2017,28295273
Texas,Texas,2018,28628666
Texas,Texas,2019,28995881
Texas,Throckmorton County,2000,1831
Texas,Throckmorton County,2001,1791
Texas,Throckmorton County,2002,1739
Texas,Throckmorton County,2003,1702
Texas,Throckmorton County,2004,1652
Texas,Throckmorton County,2005,1695
Texas,Throckmorton County,2006,1710
Texas,Throckmorton County,2007,1653
Texas,Throckmorton County,2008,1635
Texas,Throckmorton County,2009,1654
Texas,Throckmorton County,2010,1641
Texas,Throckmorton County,2011,1637
Texas,Throckmorton County,2012,1610
Texas,Throckmorton County,2013,1606
Texas,Throckmorton County,2014,1613
Texas,Throckmorton County,2015,1559
Texas,Throckmorton County,2016,1537
Texas,Throckmorton County,2017,1510
Texas,Throckmorton County,2018,1504
Texas,Throckmorton County,2019,1501
Texas,Titus County,2000,28138
Texas,Titus County,2001,28100
Texas,Titus County,2002,28387
Texas,Titus County,2003,28947
Texas,Titus County,2004,29461
Texas,Titus County,2005,28803
Texas,Titus County,2006,29541
Texas,Titus County,2007,30231
Texas,Titus County,2008,30963
Texas,Titus County,2009,31749
Texas,Titus County,2010,32334
Texas,Titus County,2011,32452
Texas,Titus County,2012,32612
Texas,Titus County,2013,32587
Texas,Titus County,2014,32502
Texas,Titus County,2015,32626
Texas,Titus County,2016,32463
Texas,Titus County,2017,32619
Texas,Titus County,2018,32743
Texas,Titus County,2019,32750
Texas,Tom Green County,2000,104083
Texas,Tom Green County,2001,103923
Texas,Tom Green County,2002,104035
Texas,Tom Green County,2003,104330
Texas,Tom Green County,2004,104744
Texas,Tom Green County,2005,104974
Texas,Tom Green County,2006,106125
Texas,Tom Green County,2007,106680
Texas,Tom Green County,2008,107639
Texas,Tom Green County,2009,108879
Texas,Tom Green County,2010,110224
Texas,Tom Green County,2011,111751
Texas,Tom Green County,2012,113307
Texas,Tom Green County,2013,114680
Texas,Tom Green County,2014,116319
Texas,Tom Green County,2015,117514
Texas,Tom Green County,2016,117634
Texas,Tom Green County,2017,117566
Texas,Tom Green County,2018,118014
Texas,Tom Green County,2019,119200
Texas,Travis County,2000,819692
Texas,Travis County,2001,844877
Texas,Travis County,2002,848090
Texas,Travis County,2003,856315
Texas,Travis County,2004,870809
Texas,Travis County,2005,891266
Texas,Travis County,2006,925151
